date,ticker,open,high,low,close,volume
2025-12-29 00:00:00-05:00,BAC,56.11000061035156,56.25,55.27000045776367,55.349998474121094,21040100
2025-12-30 00:00:00-05:00,BAC,55.4900016784668,55.63999938964844,55.16999816894531,55.279998779296875,17427600
2025-12-31 00:00:00-05:00,BAC,55.31999969482422,55.41999816894531,54.93000030517578,55.0,16293000
2026-01-02 00:00:00-05:00,BAC,55.029998779296875,55.9900016784668,54.880001068115234,55.95000076293945,25503600
2026-01-05 00:00:00-05:00,BAC,56.16999816894531,57.54999923706055,56.13999938964844,56.88999938964844,36096600
2026-01-06 00:00:00-05:00,BAC,57.0099983215332,57.40999984741211,56.75,57.25,31791900
2026-01-07 00:00:00-05:00,BAC,56.689998626708984,56.810001373291016,55.439998626708984,55.63999938964844,49695500
2026-01-08 00:00:00-05:00,BAC,55.47999954223633,56.58000183105469,55.470001220703125,56.18000030517578,30933700
2026-01-09 00:00:00-05:00,BAC,56.16999816894531,56.61000061035156,55.790000915527344,55.849998474121094,30768800
2026-01-12 00:00:00-05:00,BAC,55.290000915527344,55.45000076293945,54.72999954223633,55.189998626708984,45860600
2026-01-13 00:00:00-05:00,BAC,55.27000045776367,55.52000045776367,54.29999923706055,54.540000915527344,43542200
2026-01-14 00:00:00-05:00,BAC,52.880001068115234,53.47999954223633,51.65999984741211,52.47999954223633,84750000
2026-01-15 00:00:00-05:00,BAC,52.720001220703125,53.040000915527344,52.22999954223633,52.59000015258789,51018300
2026-01-16 00:00:00-05:00,BAC,52.689998626708984,53.380001068115234,52.25,52.970001220703125,52178400
2026-01-20 00:00:00-05:00,BAC,52.31999969482422,53.47999954223633,51.959999084472656,52.099998474121094,49172700
2026-01-21 00:00:00-05:00,BAC,52.22999954223633,52.86000061035156,52.04999923706055,52.06999969482422,36340000
2026-01-22 00:00:00-05:00,BAC,52.470001220703125,53.130001068115234,52.33000183105469,52.45000076293945,31229200
2026-01-23 00:00:00-05:00,BAC,52.11000061035156,52.20000076293945,51.380001068115234,51.720001220703125,34553500
2026-01-26 00:00:00-05:00,BAC,51.79999923706055,52.279998779296875,51.66999816894531,52.02000045776367,27708900
2025-12-29 00:00:00-05:00,JPM,325.5316095182794,326.29814090339255,322.077190306029,322.29620361328125,8635300
2025-12-30 00:00:00-05:00,JPM,323.35145488056963,323.48087598310644,321.0418654305578,321.96771240234375,7904300
2025-12-31 00:00:00-05:00,JPM,322.8835465614906,323.42113019633854,320.59388687095947,320.7730712890625,5048500
2026-01-02 00:00:00-05:00,JPM,321.0518034652283,324.2673099842148,319.2996970795839,324.0184326171875,8054000
2026-01-05 00:00:00-05:00,JPM,324.03834873814424,335.7355855973553,323.7297432174082,332.5400085449219,10752600
2026-01-06 00:00:00-05:00,JPM,332.6199951171875,335.8699951171875,330.6499938964844,334.6099853515625,7660800
2026-01-07 00:00:00-05:00,JPM,331.1400146484375,332.1499938964844,324.6000061035156,326.989990234375,9815200
2026-01-08 00:00:00-05:00,JPM,326.3900146484375,331.3999938964844,325.6499938964844,329.7900085449219,11737100
2026-01-09 00:00:00-05:00,JPM,329.3399963378906,331.8999938964844,328.1700134277344,329.19000244140625,6738100
2026-01-12 00:00:00-05:00,JPM,321.8800048828125,326.0199890136719,321.2300109863281,324.489990234375,12805100
2026-01-13 00:00:00-05:00,JPM,324.29998779296875,326.8599853515625,310.57000732421875,310.8999938964844,19371200
2026-01-14 00:00:00-05:00,JPM,308.20001220703125,311.760009765625,306.1199951171875,307.8699951171875,25951500
2026-01-15 00:00:00-05:00,JPM,308.4700012207031,312.94000244140625,307.75,309.260009765625,14751400
2026-01-16 00:00:00-05:00,JPM,310.3500061035156,317.2099914550781,310.0,312.4700012207031,14652500
